port_name,ship_count,category,needs_research
Fredriksen,2,likely_real_port,True
Mawes.,2,likely_real_port,True
"St. Margaret's Bay, N.S",2,likely_real_port,True
"Port Elgin, N.B.",2,likely_real_port,True
"Vera Cruz, &c.",2,ambiguous,True
Kullboda,2,likely_real_port,True
Wanwik,2,likely_real_port,True
Bute,2,likely_real_port,True
Ends,2,likely_real_port,True
St. John and Halifax,2,likely_real_port,True
"Rangoon, Colombo, &c.",2,likely_real_port,True
Cruz,2,likely_real_port,True
Bos,2,ocr_error,False
"W. C. Africa, from Akassa",2,likely_real_port,True
"W. C. Africa, from Assinee",2,likely_real_port,True
Bonavista,2,likely_real_port,True
Roché,2,likely_real_port,True
Shields.,2,likely_real_port,True
Aahus,2,likely_real_port,True
"Hernösand, &c.",2,likely_real_port,True
Laurel,2,likely_real_port,True
Hummelvik,2,likely_real_port,True
Frederikshamn,2,likely_real_port,True
Solvesberg,2,likely_real_port,True
N B,2,ambiguous,True
Porsgund,2,likely_real_port,True
Ronaw,2,likely_real_port,True
Mandel,2,likely_real_port,True
Chene,2,likely_real_port,True
Karridale,2,likely_real_port,True
"Campbelton, N.B.",2,likely_real_port,True
Carabelle,2,likely_real_port,True
Namsoo,2,likely_real_port,True
Mill,2,likely_real_port,True
"Jacksonville, Fla.",2,likely_real_port,True
Me.,2,ocr_error,False
Stromsholm,2,likely_real_port,True
Rye.,2,likely_real_port,True
Chatham N.B.,2,likely_real_port,True
Derry,2,likely_real_port,True
Marieburg,2,likely_real_port,True
"Avonport, N.S.",2,likely_real_port,True
Tusker,2,likely_real_port,True
Harparanda,2,likely_real_port,True
Wilhelmina,2,likely_real_port,True
Places,2,likely_real_port,True
Kristianopol,2,likely_real_port,True
Bergqvora,2,likely_real_port,True
Attuu,2,likely_real_port,True
Cimbrishamn,2,likely_real_port,True
Dursey,2,likely_real_port,True
Pentecoste,2,likely_real_port,True
Kola,2,likely_real_port,True
"Portland and St. John, N.B.",2,likely_real_port,True
HALF,2,likely_real_port,True
Address.,2,likely_real_port,True
Stensborg,2,likely_real_port,True
La Crucite,2,likely_real_port,True
Laban,2,likely_real_port,True
Tillingsnabben,1,likely_real_port,True
Narrkoping,1,likely_real_port,True
Hernefors,1,likely_real_port,True
"Charlotte Town, P. E. I.",1,ambiguous,True
Sunds Bolog,1,likely_real_port,True
New River,1,likely_real_port,True
Nedar Kalix,1,likely_real_port,True
Augsta,1,likely_real_port,True
Tremsund,1,likely_real_port,True
"Picton, U.S.",1,ambiguous,True
"Stockholm, W. Atkinson. October",1,likely_real_port,True
Asbracka,1,likely_real_port,True
"St. John's, N.B., -",1,ocr_error,False
"Drontheim, -",1,likely_real_port,True
"Christiana, -",1,likely_real_port,True
"Escoumains, -",1,likely_real_port,True
"St. Petersburgh, -",1,likely_real_port,True
"Jamaica, -",1,ambiguous,True
"Sydney, -",1,ambiguous,True
"Carlisle Bay, -",1,likely_real_port,True
"Hamburgh, -",1,likely_real_port,True
"Odessa, -",1,ambiguous,True
"Saguenay, -",1,likely_real_port,True
"Bonny, -",1,ambiguous,True
"Windsor, N.S., -",1,ocr_error,False
"Archangel, -",1,likely_real_port,True
"Liscombe, N.S., -",1,ambiguous,True
"Havre, -",1,ambiguous,True
"Sundswall, -",1,likely_real_port,True
"Mabon, C.B., -",1,ocr_error,False
"Charlottetown, -",1,likely_real_port,True
"Lepreux, N.B., -",1,ocr_error,False
"Shediac, -",1,ambiguous,True
"Shediac, N.B., -",1,ocr_error,False
Gillsta,1,likely_real_port,True
"Port Hastings, C.B.",1,likely_real_port,True
"Aarhuus, & Co.",1,ambiguous,True
Stronnais,1,likely_real_port,True
"Sackville, N. B.",1,ambiguous,True
"Sydney, C.B.",1,ambiguous,True
Demerard,1,likely_real_port,True
Codroy,1,likely_real_port,True
Boutouche,1,likely_real_port,True
Wisbasset,1,likely_real_port,True
Laguno,1,likely_real_port,True
River Quebec,1,likely_real_port,True
"Boutouche, N.B.",1,likely_real_port,True
"John's, N.B.,",1,ocr_error,False
"Kotka, August",1,likely_real_port,True
Memi,1,likely_real_port,True
Whyncomah,1,likely_real_port,True
Paris,1,likely_real_port,True
Smyrna,1,likely_real_port,True
St. Hawkesbury,1,likely_real_port,True
"New River, N.B.",1,likely_real_port,True
"Londonderry, N.S.",1,likely_real_port,True
Onkedalsorn,1,likely_real_port,True
S. Christiana,1,likely_real_port,True
Zanzibar,1,likely_real_port,True
St. Mark,1,likely_real_port,True
Olofsford,1,likely_real_port,True
River Saguenay,1,likely_real_port,True
Azua,1,likely_real_port,True
Kothka,1,likely_real_port,True
Wanks River,1,likely_real_port,True
Chiman,1,likely_real_port,True
Esborg,1,likely_real_port,True
Tumbez,1,likely_real_port,True
Broke,1,likely_real_port,True
"Manilla, -",1,ambiguous,True
"Genoa, -",1,ambiguous,True
"St. Lucia, -",1,ambiguous,True
"Para, -",1,ambiguous,True
"Wanks River, -",1,likely_real_port,True
"Batavia, -",1,ambiguous,True
"Honduras, -",1,likely_real_port,True
"Truxillo, -",1,likely_real_port,True
"Nyhamn, -",1,ambiguous,True
"Uddevalla, -",1,likely_real_port,True
"W. C. Africa, -",1,ambiguous,True
"Old Calabar, -",1,likely_real_port,True
"Mandal, -",1,ambiguous,True
"Stettin, -",1,ambiguous,True
"Bremen, -",1,ambiguous,True
"Drammen, -",1,ambiguous,True
"Galveston, -",1,likely_real_port,True
"Ljusne, -",1,ambiguous,True
"Arendal, -",1,ambiguous,True
"Skien, -",1,ambiguous,True
"Porsgrund, -",1,likely_real_port,True
"Arundal, -",1,ambiguous,True
"Fedrikstad, -",1,likely_real_port,True
Savana la Mer,1,likely_real_port,True
"Hansport, U.S.",1,likely_real_port,True
Mogensen,1,likely_real_port,True
Sarpsberg,1,likely_real_port,True
"Montreal, Quebec",1,likely_real_port,True
Kallska,1,likely_real_port,True
Kra'ors,1,likely_real_port,True
Kopmansholman,1,likely_real_port,True
Skenvicke,1,likely_real_port,True
Mahone Bay,1,likely_real_port,True
"St. George, N. B.",1,ambiguous,True
Christian-sand,1,likely_real_port,True
Ranmo,1,likely_real_port,True
Holme-strand,1,likely_real_port,True
Aruskjoldvick,1,likely_real_port,True
Vitea,1,likely_real_port,True
Street Harbour U.S.,1,likely_real_port,True
Orkedalsen,1,likely_real_port,True
Barth,1,likely_real_port,True
St. Petersburgh,1,likely_real_port,True
Soraka,1,likely_real_port,True
Kungsbacka,1,likely_real_port,True
Chaleur Bay,1,likely_real_port,True
Dohlkarsla,1,likely_real_port,True
Port Saunders,1,likely_real_port,True
Fred-rikstad,1,likely_real_port,True
Nychamn,1,likely_real_port,True
St. Johnrs,1,likely_real_port,True
Galas,1,likely_real_port,True
Chicago,1,likely_real_port,True
Helga,1,likely_real_port,True
Falmouth Jamaica,1,likely_real_port,True
Buvig,1,likely_real_port,True
Kongsbacks,1,likely_real_port,True
Passkallaik,1,likely_real_port,True
"Daniz,",1,likely_real_port,True
Sleepers.,1,likely_real_port,True
"Stjern,",1,likely_real_port,True
"Augarsund,",1,likely_real_port,True
"Marchmont, of Stettin,",1,likely_real_port,True
"Matie, Marie of Louisiana,",1,likely_real_port,True
Kottskar,1,likely_real_port,True
Fernandin,1,likely_real_port,True
Nystadt,1,likely_real_port,True
"Ljusne, &c.",1,ambiguous,True
Nawa,1,likely_real_port,True
Holmsand,1,likely_real_port,True
"Beaconsfield, ex Merimachi,",1,likely_real_port,True
"Forest, ex Tyne,",1,likely_real_port,True
"Co.,Limited. Hilda, ex Gothenburg.",1,likely_real_port,True
"Reigo,",1,likely_real_port,True
Nangle,1,likely_real_port,True
"long, Balder & Namaco,",1,ambiguous,True
"Falkenhauz,",1,likely_real_port,True
Kileybo,1,likely_real_port,True
Traffic.,1,likely_real_port,True
"st., Dalry",1,ambiguous,True
LIGHTERS.,1,likely_real_port,True
Arehangel,1,likely_real_port,True
"Dram, McPherson & McLaren. April",1,ocr_error,False
City of Son.,1,likely_real_port,True
"a full cargo props, G. Pyman & Co. Christiania,",1,ambiguous,True
"imports, we have little to report. The docks are bare of ships, and the quays show large empty spaces amounting in the aggregate to acres. We are now entering upon the ninth month of the year",1,parsing_error,False
"Colombo, &c.",1,ambiguous,True
"Champion Bay, &c.",1,likely_real_port,True
Vamsos,1,likely_real_port,True
Christine,1,likely_real_port,True
Hantsport,1,likely_real_port,True
Tapilco,1,likely_real_port,True
"Lagunade, Terminos, &c.",1,likely_real_port,True
Tunis de Zaga,1,likely_real_port,True
"timber, Bland & Co., U.S.",1,parsing_error,False
"Africa, W.C., Mahogany, Hardwoods, &c.",1,ambiguous,True
Santa Maria,1,likely_real_port,True
Westawaif,1,likely_real_port,True
Nassau Tonala,1,likely_real_port,True
"Tignish, N.B.",1,ambiguous,True
day. The want of saw,1,ambiguous,True
"Montreal, has, by the advice of his creditors, made an assignment to Tyne and Falton, assignees.  WESTERN LUMBER TRADE.",1,parsing_error,False
"Nassau, N. P.",1,ambiguous,True
Jenitosund,1,likely_real_port,True
Pontorson,1,likely_real_port,True
Alufors,1,likely_real_port,True
Skepfovik,1,likely_real_port,True
Matawa,1,likely_real_port,True
"Louise,",1,likely_real_port,True
"Quebec, N.S.",1,ambiguous,True
Curaçoa,1,likely_real_port,True
Levarger,1,likely_real_port,True
Bjneborg,1,likely_real_port,True
Tedestrand,1,likely_real_port,True
Salsburg,1,likely_real_port,True
Saltock,1,likely_real_port,True
Ferdinandina,1,likely_real_port,True
chiefly Quebec,1,ambiguous,True
Rangooon,1,likely_real_port,True
East Port,1,likely_real_port,True
Three Islands,1,likely_real_port,True
Ship Harbour N.S.,1,likely_real_port,True
"Town,",1,likely_real_port,True
St. Marc,1,likely_real_port,True
"Orleans,",1,likely_real_port,True
Hoenash,1,likely_real_port,True
Frederikshall,1,likely_real_port,True
Kimouski,1,likely_real_port,True
Russoar,1,likely_real_port,True
Rika,1,likely_real_port,True
Robertshor,1,likely_real_port,True
Niedercallix,1,likely_real_port,True
Sundabolay,1,likely_real_port,True
Aasgaarstrand,1,likely_real_port,True
Reonneby,1,likely_real_port,True
Liverpool.,1,likely_real_port,True
"Cortes. Cardiff, July",1,likely_real_port,True
"Sundswall. Dundalk Quay, July",1,likely_real_port,True
"Sundswall. Dundee, July",1,likely_real_port,True
"Wifstawarf. Blyth, July",1,likely_real_port,True
"Quebec. Sunderland, July",1,likely_real_port,True
"Mandal. burg, Redman and Eliza Jane, both from Uddevalla, July",1,likely_real_port,True
"Sundswall. Middlesbrough, July",1,likely_real_port,True
Aber,1,likely_real_port,True
Commission,1,likely_real_port,True
Spain.,1,likely_real_port,True
Draget,1,likely_real_port,True
"Stockholm,",1,likely_real_port,True
"oats, Scilly to Cadiz,",1,ambiguous,True
"Dyer, Pisa to Dublin,",1,likely_real_port,True
"Co.,",1,ocr_error,False
"Christiania,",1,likely_real_port,True
"John,",1,likely_real_port,True
"staves, Elephant of the Gothenburg,",1,ambiguous,True
"hoops, Shepherd of St. John,",1,ambiguous,True
"Yarmouth,",1,likely_real_port,True
"Greenock,",1,likely_real_port,True
"Conde of St. John,",1,likely_real_port,True
Christiand,1,likely_real_port,True
"Port Glasgow, U.S.",1,likely_real_port,True
Fraser,1,likely_real_port,True
"Nyhamn. Yarmouth, July",1,likely_real_port,True
"Riga. Lowestoft, July",1,likely_real_port,True
"Quebec. Belfast, July",1,likely_real_port,True
Konigsberg. July,1,likely_real_port,True
"Libau. Peterhead, July",1,likely_real_port,True
"Holmestrand. Aberdeen, July",1,likely_real_port,True
"Soderhamn. Montrose, July",1,likely_real_port,True
"Hernosand. Dundee, July",1,likely_real_port,True
"Danzig. Sunderland, July",1,likely_real_port,True
"Brevig. Middlesboro', July",1,likely_real_port,True
"Uddewalla. Yarmouth, July",1,likely_real_port,True
Greenock.,1,likely_real_port,True
Elvira.,1,likely_real_port,True
Plank.,1,likely_real_port,True
Lange.,1,likely_real_port,True
Norrards.,1,likely_real_port,True
London.,1,likely_real_port,True
Tidejelder de S. H.,1,likely_real_port,True
Memul.,1,likely_real_port,True
Order of Metcalfe.,1,likely_real_port,True
Of Augustas Soderhamn.,1,likely_real_port,True
Carl XV. & Sprengen.,1,ambiguous,True
"boards, Carlotta Maria, Gukh.",1,ambiguous,True
"boards, Marie Elise.",1,ambiguous,True
"boards, Ane.",1,ambiguous,True
"spars, Order.",1,ambiguous,True
Christianst.,1,likely_real_port,True
"pine, Kronstadt.",1,ambiguous,True
Val.,1,likely_real_port,True
"Samuel, Ural.",1,likely_real_port,True
"Kristina, Daisy Blynven, from Cronstadt.",1,likely_real_port,True
Gothernborg.,1,likely_real_port,True
Aline,1,likely_real_port,True
Kenn,1,likely_real_port,True
Sunnas,1,likely_real_port,True
"As regards the transmission of power, the Americans, says a French writer, aim at achieving two important things which are correlative",1,parsing_error,False
Mott,1,likely_real_port,True
"Mexico, Trench",1,likely_real_port,True
"Mexicana, Muir",1,likely_real_port,True
Tuart,1,likely_real_port,True
Norton,1,likely_real_port,True
"North, do.",1,ambiguous,True
"Doone, do.",1,ambiguous,True
"Richmond, do.",1,likely_real_port,True
"York, do.",1,ambiguous,True
"Brussels, do.",1,likely_real_port,True
"Paris, do.",1,ambiguous,True
"Antwerp, do.",1,likely_real_port,True
"Berlin, do.",1,likely_real_port,True
"Montreal, do.",1,likely_real_port,True
"Rome, do.",1,ambiguous,True
"Chicago, do.",1,likely_real_port,True
"Vienna, do.",1,likely_real_port,True
"Chester, do.",1,likely_real_port,True
"Wood, do.",1,parsing_error,False
"Guaira, do.",1,likely_real_port,True
"Duffour, do.",1,likely_real_port,True
Cinqueports,1,likely_real_port,True
Graham,1,likely_real_port,True
Lamartine of Arendal,1,likely_real_port,True
Nicolo de Preponderate,1,likely_real_port,True
Pearl River,1,likely_real_port,True
Sandioford,1,likely_real_port,True
Herre,1,likely_real_port,True
"Victoria, V.I.",1,likely_real_port,True
"Gothenburg, &c.",1,likely_real_port,True
Gefle and Carlshamn,1,likely_real_port,True
Guist,1,likely_real_port,True
Dobsay,1,likely_real_port,True
Revill,1,likely_real_port,True
Christiania Niels Juel,1,likely_real_port,True
Stettin Terpsichore,1,likely_real_port,True
Kiel Bohemia,1,likely_real_port,True
Flensburg S.S. Norfolk,1,likely_real_port,True
Christiania Taurus,1,likely_real_port,True
Christiania Lysglimt,1,likely_real_port,True
Krageroe Otto,1,likely_real_port,True
Stettin Faroe,1,likely_real_port,True
Memel W. H. Evans,1,likely_real_port,True
Dantzig Theodore Christian,1,likely_real_port,True
Dantzig Horace,1,likely_real_port,True
Krageroe Hus,1,likely_real_port,True
Koster,1,likely_real_port,True
Leeman,1,likely_real_port,True
Dantzig Alma,1,likely_real_port,True
Stettin Bark Undine,1,likely_real_port,True
Memel Marion Macaulay,1,likely_real_port,True
Holter,1,likely_real_port,True
Courier and Elmaria Lorenzo for Kappdal. Plymouth.,1,likely_real_port,True
May.,1,likely_real_port,True
"hill for Cork, Nestor, for St. Andrew. LATEST ARRIVALS.",1,ambiguous,True
Pasadena.,1,likely_real_port,True
Oxarhaven,1,likely_real_port,True
Dobery,1,likely_real_port,True
Sacola,1,likely_real_port,True
Danzig &c.,1,ambiguous,True
Sarp-dau,1,likely_real_port,True
Hernosend,1,likely_real_port,True
C,1,ambiguous,True
Fred headings,1,likely_real_port,True
"Danzig, pcs. timber",1,parsing_error,False
Nossi Be,1,likely_real_port,True
Fort Cortes,1,likely_real_port,True
Wava,1,likely_real_port,True
Sheen,1,likely_real_port,True
"Randers, -",1,ambiguous,True
Sarsborg,1,likely_real_port,True
Cimbritshamn,1,likely_real_port,True
Sjune,1,likely_real_port,True
Cara Quette,1,likely_real_port,True
Men,1,ocr_error,False
Mass,1,likely_real_port,True
Mose,1,likely_real_port,True
GRANGEMOUTH.,1,likely_real_port,True
Katka,1,likely_real_port,True
Sandssund,1,likely_real_port,True
St. John N. B.,1,ambiguous,True
Nyrvik,1,likely_real_port,True
Ostrana,1,likely_real_port,True
Toreefors,1,likely_real_port,True
Gustafs,1,likely_real_port,True
"deals, &c., Granberg. Brown. pcs. lathwood, Wyburg",1,ambiguous,True
Ostran'd,1,likely_real_port,True
Ramo,1,likely_real_port,True
Daurie,1,likely_real_port,True
"Narva, Ljusne",1,likely_real_port,True
Westawey,1,likely_real_port,True
Sanilu,1,likely_real_port,True
Bjorneberg,1,likely_real_port,True
N. American,1,likely_real_port,True
Joists,1,likely_real_port,True
Damoon,1,likely_real_port,True
Venezuela,1,likely_real_port,True
Kotha,1,likely_real_port,True
Ruchee,1,likely_real_port,True
Njvik,1,likely_real_port,True
Nye Carleby,1,likely_real_port,True
Pensacola timber,1,parsing_error,False
Petea,1,likely_real_port,True
Asbacker,1,likely_real_port,True
Forsly Ham,1,likely_real_port,True
Drebak,1,likely_real_port,True
Milsamvig,1,likely_real_port,True
Ulindaw,1,likely_real_port,True
"Quebec, pcs. timber",1,parsing_error,False
A'na,1,likely_real_port,True
"Harbour,",1,likely_real_port,True
"Baltimore,",1,likely_real_port,True
Lauivg,1,likely_real_port,True
"Quebec, N.B.",1,ambiguous,True
Satinwood,1,likely_real_port,True
"Norfolk,",1,likely_real_port,True
"Plandolit,",1,likely_real_port,True
"Edward,",1,likely_real_port,True
"Dawn,",1,likely_real_port,True
"ex City of Baltimore,",1,ambiguous,True
"Boston,",1,likely_real_port,True
Cruz.,1,likely_real_port,True
"demand, and the consumption has been such that it leads us to anticipate that the stocks will not be in excess of the demand for the ensuing spring season may be considered virtually closed, and as the importation for the advance. Quebec goods.",1,parsing_error,False
"There has been a very large importation during the season, but stocks do not appear to be too heavy. Prices are fairly maintained, and we anticipate an advance now that the shipping season is closed. Birch is not much in request. Baltic timber.",1,parsing_error,False
"St. John, Nfld.",1,ambiguous,True
"Soderhamn,",1,likely_real_port,True
Nytorp,1,likely_real_port,True
Rambak,1,likely_real_port,True
"Anna,",1,likely_real_port,True
PITWOOD.,1,likely_real_port,True
Hulst,1,likely_real_port,True
Joannesund,1,likely_real_port,True
Risier,1,likely_real_port,True
Wefsel,1,likely_real_port,True
Soladstrom,1,likely_real_port,True
"Newsum,",1,likely_real_port,True
Helsingforst,1,likely_real_port,True
Frangsound,1,likely_real_port,True
Aasgaardtrurd,1,likely_real_port,True
Coax.,1,likely_real_port,True
Daffin.,1,likely_real_port,True
Hero.,1,likely_real_port,True
Jeanne.,1,likely_real_port,True
Russian.,1,likely_real_port,True
Fabius.,1,likely_real_port,True
Dortenda.,1,likely_real_port,True
K.,1,ocr_error,False
Cumberland.,1,likely_real_port,True
Seaham.,1,likely_real_port,True
Ditto.,1,likely_real_port,True
Head.,1,likely_real_port,True
Garskey.,1,likely_real_port,True
L.&N.W.,1,ocr_error,False
Atherton.,1,likely_real_port,True
Moss.,1,likely_real_port,True
Slackey.,1,likely_real_port,True
Yorkshire.,1,likely_real_port,True
Wales.,1,likely_real_port,True
Viewless.,1,likely_real_port,True
Aspull.,1,likely_real_port,True
Cliffe.,1,likely_real_port,True
Hulton.,1,likely_real_port,True
L.&Y.,1,ocr_error,False
Bradshaw.,1,likely_real_port,True
Ranges.,1,likely_real_port,True
Wrogn.,1,likely_real_port,True
"Victoria,",1,likely_real_port,True
"O. Hero,",1,ambiguous,True
Hard.,1,likely_real_port,True
Walnut.,1,likely_real_port,True
Large.,1,likely_real_port,True
Cronstudt,1,likely_real_port,True
Skovik,1,likely_real_port,True
Orendal,1,likely_real_port,True
Klasviken,1,likely_real_port,True
Saltvick,1,likely_real_port,True
Srano,1,likely_real_port,True
Oak. Some transactions reported at about our quotations.,1,parsing_error,False
Sandrifiord,1,likely_real_port,True
Wyatt,1,likely_real_port,True
Thirkhill,1,likely_real_port,True
Repas,1,likely_real_port,True
Jurlt,1,likely_real_port,True
Boteå,1,likely_real_port,True
Sölaj,1,likely_real_port,True
Skellefteå,1,likely_real_port,True
Tryland,1,likely_real_port,True
ex Gdansk,1,ambiguous,True
GLASGOW.,1,likely_real_port,True
Sande,1,likely_real_port,True
Constant,1,likely_real_port,True
Trana,1,likely_real_port,True
Jarn,1,likely_real_port,True
Hammarstrand,1,likely_real_port,True
Nerwick,1,likely_real_port,True
Christi-ania,1,likely_real_port,True
Elm,1,ocr_error,False
"Bar & Brown, Thom & Co. Rigge",1,ambiguous,True
C. Rango,1,likely_real_port,True
Kitts,1,likely_real_port,True
"Timber, Deals, &c.",1,parsing_error,False
G. Orferic & Co.,1,ambiguous,True
"Forgrandi,",1,likely_real_port,True
Christiania.,1,likely_real_port,True
Rico,1,likely_real_port,True
"Cuba,",1,likely_real_port,True
"States,",1,likely_real_port,True
"Messrs. W. Stewart, and Co.",1,likely_real_port,True
"There has been only a light demand. Red pine is neglected. Oak, fair demand. Elm, ash, and birch are in request. Deals, demand good and prices firm. Staves and lathwood quiet. New Brunswick goods.",1,likely_real_port,True
Belgium,1,likely_real_port,True
Adler,1,likely_real_port,True
"Charlottetown, P.E.I.",1,likely_real_port,True
"Sauris, P.E.I.",1,ambiguous,True
Vefser,1,likely_real_port,True
"Greenepond, Newfoundland",1,likely_real_port,True
Monte Christo,1,likely_real_port,True
Chatta,1,likely_real_port,True
Kersvik,1,likely_real_port,True
Cunbushamn,1,likely_real_port,True
Helmstadt,1,likely_real_port,True
"Sunderland,",1,likely_real_port,True
Wardoe,1,likely_real_port,True
Frederiksen,1,likely_real_port,True
Sundsvoern,1,likely_real_port,True
Mexoe,1,likely_real_port,True
Kramfert,1,likely_real_port,True
Sorel and Quebec,1,likely_real_port,True
Langrom,1,likely_real_port,True
Sandefurd,1,likely_real_port,True
Nynam,1,likely_real_port,True
Wisbey,1,likely_real_port,True
Biornebora,1,likely_real_port,True
Brevik.,1,likely_real_port,True
White deals and battens. Horten.,1,likely_real_port,True
Bay.,1,likely_real_port,True
Garcia.,1,likely_real_port,True
Jua.,1,likely_real_port,True
Rosa.,1,likely_real_port,True
Gundlewood.,1,likely_real_port,True
Mercury.,1,likely_real_port,True
Rjesing.,1,likely_real_port,True
Miramichi.,1,likely_real_port,True
Elmira.,1,likely_real_port,True
Annapolis.,1,likely_real_port,True
Penascola.,1,likely_real_port,True
Gindstruck.,1,likely_real_port,True
Island.,1,likely_real_port,True
Soeramssy.,1,likely_real_port,True
Narva.,1,likely_real_port,True
Constadt.,1,likely_real_port,True
Melbourne.,1,likely_real_port,True
Siline.,1,likely_real_port,True
Sonsberg,1,likely_real_port,True
"Northport, N.S.",1,likely_real_port,True
Levis,1,likely_real_port,True
Saugor,1,likely_real_port,True
Vincent,1,likely_real_port,True
Chaleur,1,likely_real_port,True
Gaspé,1,likely_real_port,True
Loviça,1,likely_real_port,True
Table Bay,1,likely_real_port,True
Middlepart,1,likely_real_port,True
"driving streams upon which this market depends are still very discouraging as to the probabilities of getting the logs. The prospects of the Menominee and other streams tributary to Green Bay, are really not so encouraging as a few weeks ago, as logs on the first",1,likely_real_port,True
Halboen,1,likely_real_port,True
St. Stephen's,1,likely_real_port,True
Puerta Plata,1,likely_real_port,True
Frederickshamn,1,likely_real_port,True
Hallstra,1,likely_real_port,True
"Danzic, shorn",1,likely_real_port,True
"Danzic, timber",1,parsing_error,False
Tiansand,1,likely_real_port,True
Ana,1,ocr_error,False
Old Ca'abar,1,likely_real_port,True
Calileo,1,likely_real_port,True
HARTLEPOOL.,1,likely_real_port,True
Saffi,1,likely_real_port,True
"Shulu, N.S.",1,ambiguous,True
New Carlisle,1,likely_real_port,True
British Columbia,1,likely_real_port,True
Hyvik,1,likely_real_port,True
"Chatham, N. B.,",1,ambiguous,True
"Quimper, Bordeaux",1,likely_real_port,True
Orkidulsken,1,likely_real_port,True
"Skutskar, &c.",1,ambiguous,True
Plate,1,likely_real_port,True
"Barahona, W. I.",1,ambiguous,True
"Barahona, W.I.",1,likely_real_port,True
Bawik,1,likely_real_port,True
Slitehamn,1,likely_real_port,True
Bordeaux vid London,1,likely_real_port,True
Caneron,1,likely_real_port,True
"Regina,",1,likely_real_port,True
"Bayvert, N.B.",1,likely_real_port,True
Dramen,1,likely_real_port,True
Ornskoldsvit,1,likely_real_port,True
Hansta,1,likely_real_port,True
St. Riga,1,likely_real_port,True
Milsemvig,1,likely_real_port,True
Sandiefurd,1,likely_real_port,True
"increased, together with the high rates of insurance and low freights, that in many cases the greatest prudence has to be exercised to get accounts to square at the end of the season, and in one or two instances it has transpired that the balance was on the wrong side. It is therefore little to be wondered at when the Government officials step in at the last moment, so to speak, and insist upon extensive and expensive alterations being made, that owners grumble and complain, especially when they see the prospect of a voyage being lost ere the repairs can be executed.  OAK STAVES.",1,ambiguous,True
Luhe,1,likely_real_port,True
Uddowalla,1,likely_real_port,True
Holmsbro',1,likely_real_port,True
"Richmond, U. S.",1,ambiguous,True
Urania,1,likely_real_port,True
"Bett's Cove, Newfoundland",1,likely_real_port,True
Solstad,1,likely_real_port,True
Attona,1,likely_real_port,True
Aleyn,1,likely_real_port,True
"Quinhammen,",1,likely_real_port,True
"Bongde,",1,likely_real_port,True
"Rostock,",1,likely_real_port,True
"Oregrund,",1,likely_real_port,True
"Aalborg,",1,likely_real_port,True
"Talleborg,",1,likely_real_port,True
"Krageroe,",1,likely_real_port,True
"Bremangham,",1,likely_real_port,True
"Elsinore,",1,likely_real_port,True
"Wexio,",1,likely_real_port,True
"Dorpat,",1,likely_real_port,True
"Norman,",1,likely_real_port,True
"Ocean,",1,likely_real_port,True
"Schiedam,",1,likely_real_port,True
"Narvik,",1,likely_real_port,True
"Calais,",1,likely_real_port,True
"Arundel,",1,likely_real_port,True
"Whitby,",1,likely_real_port,True
"Gloucester,",1,likely_real_port,True
"Maryport,",1,likely_real_port,True
"Liverpool,",1,likely_real_port,True
"Grimsby,",1,likely_real_port,True
"Cardiff,",1,likely_real_port,True
"Castleton,",1,likely_real_port,True
"Worcester,",1,likely_real_port,True
"Gravesend,",1,likely_real_port,True
"Amsterdam,",1,likely_real_port,True
"Dock,",1,likely_real_port,True
"Shanghai,",1,likely_real_port,True
"Shanghae,",1,likely_real_port,True
"Pernan,",1,likely_real_port,True
"Wygon,",1,likely_real_port,True
"Sundsall,",1,likely_real_port,True
"Sundsval,",1,likely_real_port,True
"Porto,",1,likely_real_port,True
"Konigsberg,",1,likely_real_port,True
"Rigg,",1,likely_real_port,True
"Haaland,",1,likely_real_port,True
"Lowisand,",1,likely_real_port,True
"Mathilde,",1,likely_real_port,True
"Drona,",1,likely_real_port,True
"Cron,",1,likely_real_port,True
"Rotterdam,",1,likely_real_port,True
"Holmstrand,",1,likely_real_port,True
"Frederickshald,",1,likely_real_port,True
Sykes,1,likely_real_port,True
Bitsch,1,likely_real_port,True
Scammell.,1,likely_real_port,True
Sydney.,1,likely_real_port,True
"Bryce, Avon, N.S.",1,ambiguous,True
Brick,1,likely_real_port,True
Borde,1,likely_real_port,True
"Stockholm, Christiansand",1,likely_real_port,True
Gothenburg and Cronstadt,1,likely_real_port,True
Goteburg,1,likely_real_port,True
Bordeaux via London,1,likely_real_port,True
Flekkifiord,1,likely_real_port,True
Tatmagouche,1,likely_real_port,True
Dennis,1,likely_real_port,True
St. Petersburg and Wyburg,1,likely_real_port,True
Son.,1,likely_real_port,True
Sardinian,1,likely_real_port,True
Nyvic,1,likely_real_port,True
"l'Abbé,",1,ambiguous,True
Pouligneu,1,likely_real_port,True
You-ford,1,likely_real_port,True
Bidon,1,likely_real_port,True
Toreforg,1,likely_real_port,True
"Parrshow, N.S.",1,likely_real_port,True
Tunnadal,1,likely_real_port,True
"Maccaw, N.S.",1,ambiguous,True
Yallahs,1,likely_real_port,True
Campechi,1,likely_real_port,True
Huf,1,ocr_error,False
Klintehamn,1,likely_real_port,True
"Rochelle,",1,likely_real_port,True
timber,1,parsing_error,False
"deals, &c.",1,ambiguous,True
"Memel, timber, staves",1,parsing_error,False
B'borg,1,likely_real_port,True
